,col_name,feature_importance_vals
10614,VPS25,0.00011561256420254023
6321,NOTCH3,0.00011529061212630044
2396,DCP1A,0.00011529017661867048
816,ATRIP,0.00011516289099780316
4720,KCNMA1,0.00011497681443733827
9653,TGIF2,0.00011470863614004674
2795,ECI2,0.00011464615017796011
10480,UQCR11,0.00011425850764051295
4473,IL4I1,0.00011425448192487518
2771,E2F3,0.00011389956107056885
797,ATP6V1A,0.00011383673384141975
3548,FTH1,0.00011381467771011207
6435,NUF2,0.00011377433852255938
8127,RPL38,0.0001136943935349039
143,ACTR1B,0.00011354341951258763
6226,NFYB,0.00011343307301844381
3513,FOXO4,0.00011341179064961929
7844,RCC2,0.00011314780262635574
7143,POLD1,0.00011274058854444145
2399,DCPS,0.00011263995907313528
1432,CBLC,0.00011260162824227721
1393,CAPZB,0.00011243844814620237
794,ATP6V0D1,0.00011210468599948889
1630,CD74,0.00011197093284920356
4401,IFNAR2,0.00011194459196023952
4622,ITGAV,0.0001118447892167751
5788,MRPL22,0.00011173950826490069
5334,MAGED1,0.0001116645266727381
3587,FZR1,0.0001113570719376447
4443,IKBKG,0.00011123702739636288
117,ACOX3,0.00011118663659481434
6139,NDUFB10,0.00011112405962428248
9458,TAF2,0.00011109108986252417
8158,RPS15A,0.00011105905597696291
1038,BSG,0.00011096565788193402
7152,POLE4,0.00011083746967458935
6379,NSF,0.00011081313173607353
4162,HIST1H2BD,0.00011068714139372997
775,ATP5F1,0.00011036951092736357
4324,HSPA9,0.0001103116653570606
1064,BUB1,0.00011030910682865606
8656,SKA2,0.00011025924903046521
7178,POLR3A,0.00011013122385026446
2034,COL4A1,0.00011000779565200411
379,ANAPC10,0.00011000482918374333
6946,PIK3C2A,0.00010993965369764807
9698,TICAM1,0.00010977636096990514
9116,SPI1,0.0001097008762511765
9552,TCEA1,0.00010951472741392256
10578,VCAM1,0.00010939434055435763
9646,TGFB3,0.00010937312203640641
2117,CPEB4,0.00010928095588706828
5325,MAD2L2,0.00010906047668518463
7295,PPP3CB,0.00010903883859021754
82,ACACB,0.0001085588090688816
7615,QTRT1,0.00010851576362939525
4284,HRAS,0.00010839050512874319
3510,FOXO1,0.00010827511047860019
1651,CDC23,0.00010795067062015452
11426,ZWILCH,0.00010786295397920548
8359,SCFD1,0.00010767661855875478
2505,DGKE,0.00010764150159861156
4621,ITGAM,0.00010760826172862345
8603,SHC1,0.00010752270207271627
2398,DCP2,0.00010738506296049239
7369,PRKCQ,0.00010725434380358497
7170,POLR2E,0.00010712805577406051
318,ALDH3A2,0.00010706400066874485
9572,TCF7L2,0.00010703516124146097
4330,HSPD1,0.00010690183678713302
5842,MRPS35,0.00010689402014262529
4632,ITGB7,0.00010674773037056166
2025,COL15A1,0.00010669496321217874
4567,IRAK1,0.0001066910950944825
6370,NRIP1,0.00010660134182416232
1001,BNIP3,0.00010655408101418227
7890,RFC5,0.0001065244519403178
4627,ITGB3,0.00010640216641884483
5332,MAFG,0.00010632258996784353
7364,PRKCD,0.00010625340353818467
4997,LCN2,0.00010625166067889871
987,BMP1,0.00010614678253790981
6079,NCBP2,0.00010605205815269213
2732,DUSP16,0.00010595942189691133
3204,FAM175A,0.00010556730039599398
7144,POLD2,0.00010536670690857346
1825,CHEK2,0.00010535063004051783
6094,NCOA1,0.00010507923221631734
1547,CCND1,0.00010503795164577941
10832,ZAP70,0.00010499512838508123
6947,PIK3C2B,0.00010495090881214799
2504,DGKD,0.00010486014730697836
7290,PPP2R5B,0.00010473614802846826
2650,DOCK4,0.00010467699368676292
7978,RNASEH2B,0.00010463407705856298
7451,PSMA6,0.00010437298668561057
9017,SNW1,0.00010430406672500025
847,B3GALT6,0.0001041369207457243
9257,STAM,0.00010407610176464197
5791,MRPL27,0.00010397795578307104
4839,KIF18A,0.00010393780311145607
352,ALOX5,0.00010390155810000579
476,AP2M1,0.00010369158054310482
3368,FCGR1A,0.000103455478173723
2554,DIS3,0.00010313448400717966
7282,PPP2R1A,0.00010303365200763018
5835,MRPS26,0.00010302156950606682
7179,POLR3B,0.0001027306635408492
8432,SEC61B,0.00010271954284168426
8188,RPS7,0.00010250402427538154
6459,NUP93,0.00010247526900702024
6384,NSMCE2,0.00010246416106663393
317,ALDH2,0.00010237922322088567
10783,XRCC6,0.00010233949304585201
7480,PSMD9,0.00010178960018221844
2022,COL10A1,0.00010149280332843074
7740,RAPGEF1,0.00010141144086507945
1999,CNOT7,0.0001013548815203299
2038,COL4A4,0.00010129980261104684
4192,HIST2H2BE,0.000100990594815952
